frame,time_s,pixel_x,pixel_y,world_x_mm,world_y_mm,straight_mm,cumulative_mm
55,1.833333,533.316,174.484,115.215,-119.858,165.530,176.058
56,1.866667,534.872,180.894,116.951,-113.299,172.135,182.842
57,1.900000,536.361,187.248,118.620,-106.855,178.620,189.499
58,1.933333,537.767,193.543,120.215,-100.525,184.982,196.026
59,1.966667,539.183,200.073,121.826,-94.015,191.525,202.733
60,2.000000,540.693,207.003,123.527,-87.166,198.421,209.790
61,2.033333,542.210,214.284,125.251,-80.038,205.591,217.124
62,2.066667,543.772,222.056,127.035,-72.503,213.166,224.867
63,2.100000,545.414,230.387,128.908,-64.509,221.207,233.078
64,2.133333,547.065,238.669,130.762,-56.646,229.133,241.157
65,2.166667,548.632,246.762,132.526,-49.041,236.796,248.963
66,2.200000,550.330,255.018,134.371,-41.360,244.570,256.862
67,2.233333,552.086,263.267,136.232,-33.766,252.279,264.681
68,2.266667,553.882,271.523,138.101,-26.242,259.933,272.434
69,2.300000,555.740,279.876,139.998,-18.709,267.612,280.202
70,2.333333,557.667,288.213,141.918,-11.267,275.221,287.888
71,2.366667,559.538,296.207,143.754,-4.202,282.453,295.187
72,2.400000,561.386,303.855,145.530,2.491,289.321,302.112
73,2.433333,563.304,311.231,147.311,8.887,295.918,308.751
74,2.466667,565.332,318.476,149.133,15.112,302.373,315.238
75,2.500000,567.422,325.635,150.970,21.209,308.716,321.605
76,2.533333,569.720,332.835,152.920,27.285,315.083,327.986
77,2.566667,572.339,340.476,155.079,33.673,321.817,334.729
78,2.600000,575.271,348.454,157.430,40.276,328.822,341.738
79,2.633333,578.532,356.804,159.981,47.114,336.119,349.037
80,2.666667,582.214,365.541,162.782,54.190,343.730,356.647
81,2.700000,586.219,374.506,165.757,61.368,351.498,364.417
82,2.733333,590.420,383.442,168.812,68.438,359.196,372.119
83,2.766667,594.624,391.984,171.808,75.120,366.512,379.442
84,2.800000,598.525,399.673,174.546,81.070,373.053,385.992
85,2.833333,602.028,406.481,176.976,86.289,378.800,391.749
86,2.866667,605.394,412.839,179.280,91.122,384.143,397.102
87,2.900000,608.799,418.879,181.570,95.672,389.218,402.197
88,2.933333,612.395,424.903,183.950,100.171,394.280,407.286
89,2.966667,616.139,430.791,186.388,104.531,399.235,412.281
90,3.000000,619.920,436.443,188.815,108.680,403.993,417.088
91,3.033333,623.937,441.933,191.348,112.673,408.646,421.817
92,3.066667,627.864,446.884,193.786,116.242,412.873,426.139
93,3.100000,631.695,451.106,196.119,119.256,416.549,429.950
94,3.133333,635.787,455.156,198.575,122.119,420.137,433.723
95,3.166667,639.494,458.667,200.780,124.584,423.262,437.030
96,3.200000,642.166,461.046,202.356,126.243,425.403,439.318
97,3.233333,644.013,462.466,203.432,127.224,426.727,440.775
98,3.266667,645.151,463.188,204.088,127.717,427.437,441.595
99,3.300000,645.721,463.324,204.405,127.801,427.638,441.923
100,3.333333,646.473,463.639,204.831,128.009,427.996,442.397
101,3.366667,647.622,464.247,205.486,128.418,428.631,443.170
102,3.400000,649.071,464.899,206.306,128.851,429.352,444.097
103,3.433333,650.562,465.548,207.148,129.280,430.079,445.042
104,3.466667,651.788,466.102,207.840,129.647,430.690,445.825
105,3.500000,652.914,466.501,208.470,129.906,431.179,446.506
106,3.533333,653.892,466.713,209.012,130.033,431.511,447.063
107,3.566667,655.131,466.882,209.694,130.122,431.865,447.750
108,3.600000,657.186,467.333,210.830,130.392,432.569,448.918
109,3.633333,660.159,468.121,212.477,130.881,433.681,450.636
110,3.666667,664.324,469.180,214.778,131.530,435.212,453.027
111,3.700000,669.025,471.323,217.401,132.939,437.574,456.004
112,3.733333,674.111,473.546,220.224,134.388,440.064,459.178
113,3.766667,679.006,475.591,222.927,135.709,442.396,462.186
114,3.800000,683.575,477.307,225.433,136.802,444.446,464.920
115,3.833333,686.853,478.724,227.232,137.715,446.039,466.938
116,3.866667,689.305,479.013,228.551,137.852,446.727,468.263
117,3.900000,690.708,479.168,229.305,137.923,447.116,469.020
118,3.933333,691.341,479.121,229.640,137.873,447.215,469.360
119,3.966667,691.409,479.095,229.676,137.852,447.212,469.401
120,4.000000,691.462,479.089,229.704,137.847,447.220,469.430
121,4.033333,691.520,479.062,229.734,137.826,447.214,469.466
122,4.066667,691.557,479.044,229.753,137.813,447.210,469.490
123,4.100000,691.542,479.048,229.745,137.816,447.209,469.498
124,4.133333,691.503,479.029,229.724,137.804,447.189,469.523
125,4.166667,691.501,479.032,229.723,137.806,447.191,469.525
126,4.200000,691.847,479.062,229.909,137.818,447.282,469.711
127,4.233333,693.210,478.950,230.632,137.701,447.489,470.444
128,4.266667,696.278,478.813,232.262,137.522,448.037,472.084
129,4.300000,701.682,478.274,235.121,136.996,448.820,474.991
130,4.333333,709.271,476.917,239.114,135.836,449.564,479.149
131,4.366667,718.516,474.341,243.948,133.775,449.931,484.403
132,4.400000,728.128,470.441,248.942,130.772,449.604,490.231
133,4.433333,737.100,465.215,253.576,126.844,448.368,496.306
134,4.466667,744.753,459.357,257.512,122.491,446.497,502.174
135,4.500000,751.320,453.513,260.886,118.162,444.432,507.663
136,4.533333,757.297,447.932,263.963,114.021,442.434,512.822
137,4.566667,763.177,442.455,267.000,109.944,440.521,517.906
138,4.600000,769.110,433.294,270.037,103.176,436.383,525.324
139,4.633333,774.916,423.543,273.022,95.930,431.904,533.161
140,4.666667,780.535,412.974,275.925,88.026,426.930,541.580
141,4.700000,786.036,401.636,278.785,79.482,421.516,550.591
142,4.733333,791.455,389.804,281.625,70.484,415.850,560.027
143,4.766667,796.678,381.137,284.398,63.820,412.144,567.244
144,4.800000,801.641,372.372,287.049,57.039,408.364,574.525
145,4.833333,806.242,363.580,289.523,50.193,404.520,581.804
146,4.866667,810.382,355.074,291.765,43.525,400.760,588.839
147,4.900000,813.935,346.903,293.703,37.078,397.060,595.571
148,4.933333,817.040,339.123,295.410,30.899,393.491,601.982
149,4.966667,819.836,331.601,296.959,24.886,390.012,608.191
150,5.000000,822.356,324.417,298.365,19.105,386.677,614.141
151,5.033333,824.414,317.424,299.526,13.444,383.323,619.920
152,5.066667,826.223,310.790,300.556,8.038,380.121,625.422
153,5.100000,827.809,304.456,301.467,2.846,377.040,630.694
154,5.133333,829.165,298.476,302.254,-2.084,374.104,635.687
155,5.166667,830.390,292.545,302.972,-7.003,371.171,640.658
156,5.200000,831.603,286.845,303.686,-11.758,368.392,645.466
157,5.233333,832.712,281.424,304.344,-16.304,365.755,650.059
158,5.266667,833.629,276.418,304.894,-20.525,363.298,654.316
159,5.300000,834.472,271.715,305.405,-24.510,361.002,658.333
160,5.333333,835.209,267.362,305.854,-28.214,358.876,662.064
161,5.366667,835.825,263.176,306.236,-31.793,356.808,665.664
162,5.400000,836.364,259.123,306.575,-35.273,354.795,669.161
163,5.433333,836.858,255.067,306.890,-38.770,352.776,672.672
164,5.466667,837.296,251.015,307.174,-42.280,350.750,676.193
165,5.500000,837.637,246.975,307.405,-45.795,348.701,679.715
166,5.533333,837.929,243.079,307.608,-49.199,346.724,683.125
167,5.566667,838.231,239.245,307.816,-52.562,344.799,686.495
168,5.600000,838.511,235.574,308.011,-55.795,342.966,689.734
169,5.633333,838.687,231.911,308.147,-59.036,341.102,692.977
170,5.666667,838.866,228.296,308.286,-62.246,339.278,696.190
171,5.700000,839.002,224.700,308.400,-65.452,337.458,699.399
172,5.733333,839.051,221.171,308.463,-68.613,335.645,702.560
173,5.766667,839.060,217.600,308.504,-71.823,333.804,705.771
174,5.800000,838.975,214.062,308.491,-75.019,331.949,708.967
175,5.833333,838.802,210.483,308.427,-78.265,330.043,712.214
176,5.866667,838.607,206.867,308.351,-81.560,328.121,715.509
177,5.900000,838.413,203.344,308.274,-84.783,326.261,718.733
178,5.933333,838.199,200.101,308.181,-87.762,324.543,721.713
179,5.966667,838.093,197.178,308.149,-90.454,323.048,724.406
180,6.000000,837.985,194.627,308.111,-92.812,321.744,726.764
181,6.033333,837.847,192.274,308.054,-94.993,320.530,728.946
182,6.066667,837.536,189.861,307.896,-97.240,319.206,731.198
183,6.100000,837.027,187.012,307.626,-99.905,317.578,733.877
184,6.133333,836.214,183.487,307.183,-103.218,315.483,737.219
185,6.166667,835.053,179.083,306.541,-107.381,312.806,741.432
186,6.200000,833.529,173.793,305.688,-112.417,309.549,746.539
187,6.233333,831.743,167.874,304.679,-118.092,305.896,752.303
188,6.266667,829.855,161.684,303.604,-124.075,302.106,758.382
189,6.300000,827.969,155.596,302.520,-130.006,298.408,764.412
190,6.333333,826.202,149.924,301.497,-135.574,295.001,770.073
191,6.366667,824.541,144.644,300.528,-140.796,291.861,775.384
192,6.400000,822.994,139.580,299.620,-145.836,288.916,780.505
193,6.433333,821.525,134.560,298.754,-150.863,286.076,785.606
194,6.466667,820.096,129.443,297.906,-156.018,283.266,790.830
195,6.500000,818.729,124.100,297.093,-161.433,280.460,796.306
196,6.533333,817.359,118.565,296.272,-167.080,277.645,802.013
197,6.566667,816.109,112.679,295.521,-173.123,274.852,808.102
198,6.600000,814.930,106.671,294.808,-179.333,272.149,814.352
199,6.633333,813.932,100.639,294.202,-185.608,269.648,820.657
200,6.666667,813.074,94.858,293.679,-191.663,267.412,826.735
201,6.700000,812.421,89.657,293.280,-197.143,265.564,832.229
202,6.733333,811.933,85.200,292.981,-201.864,264.096,836.959
203,6.766667,811.755,81.222,292.875,-206.088,263.006,841.185
204,6.800000,811.840,77.393,292.935,-210.160,262.174,845.257
205,6.833333,812.098,73.843,293.104,-213.942,261.566,849.043
206,6.866667,812.552,70.191,293.398,-217.841,261.114,852.953
207,6.900000,813.159,66.802,293.791,-221.464,260.863,856.597
208,6.933333,813.860,63.691,294.244,-224.792,260.769,859.956
209,6.966667,814.379,61.270,294.581,-227.394,260.708,862.579
210,7.000000,814.786,59.180,294.847,-229.646,260.651,864.848
211,7.033333,814.860,58.083,294.897,-230.839,260.539,866.041
212,7.066667,814.794,57.381,294.857,-231.609,260.397,866.812
213,7.100000,814.357,57.374,294.577,-231.641,260.116,867.094
214,7.133333,814.014,57.491,294.358,-231.532,259.912,867.339
215,7.166667,813.662,57.832,294.132,-231.180,259.735,867.757
216,7.200000,813.977,57.445,294.334,-231.585,259.882,868.210
217,7.233333,814.809,56.571,294.869,-232.494,260.295,869.265
218,7.266667,816.926,54.715,296.229,-234.405,261.409,871.611
219,7.300000,820.715,51.213,298.668,-238.030,263.428,875.980
220,7.333333,824.564,47.582,301.153,-241.803,265.535,880.497
221,7.366667,827.960,44.402,303.351,-245.114,267.450,884.471
222,7.400000,830.853,41.752,305.226,-247.875,269.124,887.809
223,7.433333,832.694,39.882,306.423,-249.838,270.197,890.108
224,7.466667,832.780,39.749,306.480,-249.981,270.245,890.262
225,7.500000,832.742,39.604,306.457,-250.144,270.213,890.426
226,7.533333,832.620,39.347,306.381,-250.437,270.121,890.729
227,7.566667,832.440,38.919,306.270,-250.924,269.983,891.229
228,7.600000,832.293,38.182,306.182,-251.753,269.852,892.062
229,7.633333,832.193,37.332,306.127,-252.706,269.749,893.017
230,7.666667,832.123,36.728,306.088,-253.384,269.679,893.696
231,7.700000,832.181,36.172,306.130,-254.001,269.694,894.314
232,7.733333,832.575,35.420,306.391,-254.816,269.921,895.170
233,7.766667,833.657,34.622,307.094,-255.640,270.592,896.253
234,7.800000,835.876,33.784,308.528,-256.437,271.997,897.894
235,7.833333,839.435,32.800,310.823,-257.314,274.263,900.351
236,7.866667,844.524,31.993,314.095,-257.896,277.516,903.673
237,7.900000,851.478,31.536,318.545,-257.969,281.963,908.125
238,7.933333,859.808,31.480,323.850,-257.508,287.279,913.450
239,7.966667,868.590,31.718,329.413,-256.696,292.863,919.071
240,8.000000,877.340,32.061,334.927,-255.771,298.404,924.663
241,8.033333,886.208,32.606,340.483,-254.621,303.996,930.337
242,8.066667,894.699,33.294,345.772,-253.342,309.330,935.778
243,8.100000,902.651,34.115,350.696,-251.956,314.307,940.893
244,8.133333,910.280,34.973,355.394,-250.556,319.063,945.795
245,8.166667,917.369,35.834,359.737,-249.191,323.468,950.348
246,8.200000,923.642,36.567,363.565,-248.020,327.352,954.351
247,8.233333,928.977,37.397,366.800,-246.803,330.649,957.808
248,8.266667,933.535,38.250,369.548,-245.612,333.462,960.802
249,8.300000,937.633,39.112,372.006,-244.440,335.987,963.525
250,8.333333,941.945,40.151,374.579,-243.069,338.643,966.440
251,8.366667,946.629,41.382,377.358,-241.476,341.524,969.644
252,8.400000,951.777,42.886,380.392,-239.569,344.690,973.227
253,8.433333,957.548,44.823,383.764,-237.173,348.240,977.364
254,8.466667,963.777,47.137,387.373,-234.363,352.074,981.938
255,8.500000,970.604,49.797,391.296,-231.171,356.276,986.995
256,8.533333,977.703,52.772,395.336,-227.653,360.651,992.353
257,8.566667,984.961,56.067,399.423,-223.817,365.134,997.958
258,8.600000,992.190,59.511,403.453,-219.854,369.608,1003.610
259,8.633333,999.514,63.211,407.492,-215.651,374.153,1009.439
260,8.666667,1006.740,67.126,411.427,-211.265,378.657,1015.331
261,8.700000,1013.797,71.151,415.225,-206.810,383.075,1021.186
262,8.733333,1020.565,75.150,418.830,-202.429,387.328,1026.859
263,8.766667,1026.909,79.062,422.172,-198.188,391.333,1032.259
264,8.800000,1032.808,82.904,425.242,-194.069,395.082,1037.396
265,8.833333,1038.309,86.692,428.068,-190.048,398.604,1042.311
266,8.866667,1043.494,90.472,430.697,-186.076,401.953,1047.074
267,8.900000,1048.531,94.297,433.223,-182.093,405.231,1051.791
268,8.933333,1053.571,98.303,435.720,-177.958,408.541,1056.620
269,8.966667,1058.684,102.408,438.231,-173.753,411.911,1061.518
270,9.000000,1063.680,106.645,440.649,-169.452,415.243,1066.452
271,9.033333,1068.605,110.975,443.003,-165.096,418.558,1071.404
272,9.066667,1073.434,115.402,445.280,-160.680,421.845,1076.373
273,9.100000,1079.275,123.236,447.796,-153.033,426.237,1084.423
274,9.133333,1084.971,131.376,450.178,-145.189,430.662,1092.621
275,9.166667,1090.689,139.858,452.514,-137.117,435.219,1101.024
276,9.200000,1096.310,148.852,454.725,-128.673,439.887,1109.752
277,9.233333,1102.070,158.398,456.934,-119.828,444.805,1118.869
278,9.266667,1106.935,165.465,458.868,-113.339,448.792,1125.641
279,9.300000,1112.079,173.260,460.863,-106.258,453.110,1132.997
280,9.333333,1117.402,181.536,462.886,-98.824,457.660,1140.701
281,9.366667,1122.966,190.303,464.966,-91.040,462.480,1148.758
282,9.400000,1128.642,199.485,467.041,-82.987,467.488,1157.075
283,9.433333,1134.286,208.633,469.078,-75.059,472.505,1165.260
284,9.466667,1139.697,217.520,470.997,-67.448,477.370,1173.109
285,9.500000,1144.818,226.082,472.779,-60.199,482.035,1180.574
286,9.533333,1149.291,233.716,474.305,-53.803,486.168,1187.149
287,9.566667,1152.828,239.814,475.496,-48.738,489.462,1192.352
288,9.600000,1155.323,244.162,476.326,-45.151,491.804,1196.034
289,9.633333,1156.897,246.918,476.845,-42.888,493.286,1198.356
290,9.666667,1157.614,248.265,477.073,-41.785,493.988,1199.482
291,9.700000,1157.856,248.671,477.154,-41.453,494.211,1199.824
292,9.733333,1157.845,248.683,477.148,-41.443,494.209,1199.836
293,9.766667,1157.809,248.658,477.132,-41.464,494.186,1199.862
294,9.800000,1157.806,248.673,477.130,-41.452,494.189,1199.875
295,9.833333,1157.829,248.697,477.138,-41.432,494.206,1199.896
296,9.866667,1157.844,248.707,477.145,-41.423,494.215,1199.907
297,9.900000,1157.876,248.730,477.158,-41.405,494.236,1199.930
298,9.933333,1157.901,248.757,477.168,-41.382,494.255,1199.955
299,9.966667,1157.900,248.751,477.169,-41.387,494.253,1199.959
300,10.000000,1157.894,248.758,477.165,-41.382,494.252,1199.966
301,10.033333,1157.924,248.772,477.179,-41.370,494.270,1199.984
302,10.066667,1157.937,248.773,477.185,-41.369,494.276,1199.990
303,10.100000,1157.943,248.760,477.189,-41.380,494.275,1200.001
304,10.133333,1157.963,248.758,477.199,-41.381,494.283,1200.011
305,10.166667,1157.976,248.770,477.205,-41.372,494.292,1200.023
306,10.200000,1157.939,248.792,477.184,-41.354,494.282,1200.049
307,10.233333,1157.862,248.835,477.142,-41.319,494.260,1200.104
308,10.266667,1157.808,249.023,477.097,-41.167,494.289,1200.263
309,10.300000,1157.818,249.328,477.073,-40.919,494.380,1200.513
310,10.333333,1157.893,249.461,477.097,-40.810,494.452,1200.624
311,10.366667,1157.896,249.302,477.114,-40.939,494.408,1200.755
312,10.400000,1157.897,249.060,477.138,-41.136,494.339,1200.953
313,10.433333,1157.887,248.886,477.149,-41.278,494.285,1201.095
314,10.466667,1157.849,248.778,477.141,-41.365,494.238,1201.183
315,10.500000,1157.825,248.762,477.130,-41.379,494.223,1201.200
316,10.533333,1157.913,248.804,477.170,-41.344,494.274,1201.253
317,10.566667,1157.953,248.855,477.185,-41.302,494.306,1201.297
318,10.600000,1157.926,248.802,477.177,-41.346,494.279,1201.341
319,10.633333,1157.899,248.717,477.171,-41.415,494.243,1201.410
320,10.666667,1157.919,248.691,477.183,-41.436,494.244,1201.434
321,10.700000,1157.933,248.735,477.187,-41.400,494.263,1201.470
322,10.733333,1157.949,248.781,477.190,-41.363,494.283,1201.508
323,10.766667,1157.955,248.893,477.183,-41.272,494.318,1201.599
324,10.800000,1157.914,248.851,477.166,-41.306,494.288,1201.637
325,10.833333,1157.902,248.831,477.162,-41.322,494.276,1201.654
326,10.866667,1157.960,248.886,477.185,-41.277,494.318,1201.705
327,10.900000,1158.029,248.915,477.217,-41.253,494.357,1201.745
328,10.933333,1158.034,248.803,477.230,-41.344,494.328,1201.837
