frame,time_s,pixel_x,pixel_y,world_x_mm,world_y_mm,straight_mm,cumulative_mm
78,2.600000,668.623,405.660,195.170,73.612,111.924,112.773
79,2.633333,673.827,405.311,197.436,73.174,114.232,115.082
80,2.666667,678.909,405.037,199.639,72.792,116.468,117.318
81,2.700000,683.807,404.779,201.751,72.430,118.611,119.461
82,2.733333,688.754,404.589,203.875,72.112,120.757,121.608
83,2.766667,693.673,404.367,205.976,71.776,122.884,123.735
84,2.800000,698.540,404.121,208.044,71.429,124.981,125.832
85,2.833333,703.481,403.796,210.132,71.028,127.108,127.959
86,2.866667,708.564,403.406,212.270,70.582,129.291,130.143
87,2.900000,714.011,402.951,214.549,70.081,131.623,132.476
88,2.933333,719.931,402.501,217.013,69.570,134.138,134.992
89,2.966667,726.297,402.034,219.646,69.034,136.825,137.680
90,3.000000,733.373,401.533,222.555,68.454,139.790,140.646
91,3.033333,741.440,400.999,225.846,67.821,143.142,143.997
92,3.066667,750.219,400.503,229.399,67.192,146.749,147.605
93,3.100000,759.293,400.148,233.037,66.649,150.426,151.284
94,3.133333,768.633,399.706,236.749,66.046,154.186,155.045
95,3.166667,777.850,399.267,240.379,65.455,157.864,158.722
96,3.200000,786.865,398.910,243.897,64.927,161.419,162.280
97,3.233333,795.541,398.761,247.251,64.546,164.788,165.655
98,3.266667,804.188,398.512,250.567,64.107,168.128,169.000
99,3.300000,813.015,398.298,253.921,63.687,171.505,172.380
100,3.333333,821.925,398.078,257.278,63.265,174.884,175.764
101,3.366667,830.347,397.840,260.425,62.851,178.055,178.938
102,3.400000,837.821,397.492,263.200,62.401,180.866,181.749
103,3.433333,843.794,397.236,265.403,62.058,183.095,183.978
104,3.466667,847.911,397.145,266.912,61.875,184.613,185.498
105,3.500000,850.344,397.174,267.798,61.818,185.496,186.387
106,3.533333,851.560,397.409,268.234,61.925,185.907,186.836
107,3.566667,851.938,397.663,268.365,62.069,186.011,187.030
108,3.600000,852.311,397.828,268.496,62.159,186.125,187.189
109,3.633333,853.369,397.879,268.879,62.158,186.502,187.572
110,3.666667,855.185,397.943,269.536,62.141,187.153,188.229
111,3.700000,857.625,397.773,270.423,61.962,188.058,189.135
112,3.733333,860.821,397.396,271.588,61.634,189.262,190.345
113,3.766667,864.548,396.891,272.945,61.213,190.670,191.765
114,3.800000,868.533,396.267,274.393,60.713,192.182,193.297
115,3.833333,872.601,395.525,275.870,60.140,193.736,194.882
116,3.866667,876.770,394.741,277.380,59.540,195.327,196.506
117,3.900000,881.147,393.763,278.965,58.819,197.014,198.248
118,3.933333,885.707,392.526,280.618,57.937,198.798,200.122
119,3.966667,890.170,391.224,282.235,57.022,200.554,201.980
120,4.000000,894.236,389.954,283.707,56.139,202.164,203.696
121,4.033333,897.536,388.842,284.902,55.375,203.481,205.114
122,4.066667,899.840,388.015,285.737,54.812,204.407,206.121
123,4.100000,901.345,387.550,286.279,54.490,205.000,206.751
124,4.133333,902.174,387.346,286.575,54.344,205.318,207.082
125,4.166667,902.710,387.249,286.765,54.271,205.519,207.285
126,4.200000,903.234,387.146,286.951,54.195,205.716,207.486
127,4.233333,903.783,387.056,287.145,54.126,205.920,207.693
128,4.266667,904.262,386.994,287.314,54.076,206.096,207.869
129,4.300000,904.767,386.889,287.493,53.999,206.286,208.064
130,4.333333,905.426,386.670,287.731,53.849,206.548,208.344
131,4.366667,906.521,386.320,288.124,53.608,206.980,208.805
132,4.400000,907.945,385.744,288.640,53.222,207.561,209.450
133,4.433333,909.499,385.047,289.205,52.760,208.206,210.179
134,4.466667,910.957,384.362,289.736,52.308,208.816,210.877
135,4.500000,912.123,383.836,290.160,51.961,209.300,211.425
136,4.533333,912.747,383.484,290.389,51.731,209.570,211.749
137,4.566667,913.057,383.271,290.504,51.595,209.711,211.928
138,4.600000,913.297,383.083,290.595,51.475,209.824,212.079
139,4.633333,913.543,382.889,290.687,51.351,209.939,212.233
140,4.666667,913.811,382.594,290.792,51.166,210.079,212.445
141,4.700000,914.112,382.178,290.912,50.906,210.249,212.732
142,4.733333,914.466,381.580,291.058,50.535,210.468,213.131
143,4.766667,914.948,380.599,291.264,49.928,210.795,213.772
144,4.800000,915.579,379.177,291.539,49.049,211.248,214.692
145,4.833333,916.336,377.359,291.875,47.925,211.816,215.865
146,4.866667,917.211,375.158,292.266,46.563,212.496,217.283
147,4.900000,918.170,372.652,292.701,45.011,213.268,218.894
148,4.933333,919.165,369.752,293.165,43.214,214.137,220.751
149,4.966667,920.175,366.547,293.648,41.224,215.083,222.798
150,5.000000,921.284,363.018,294.180,39.027,216.144,225.059
151,5.033333,922.441,359.145,294.745,36.610,217.313,227.541
152,5.066667,923.598,355.012,295.324,34.022,218.563,230.193
153,5.100000,924.579,351.073,295.834,31.550,219.740,232.717
154,5.133333,925.406,347.627,296.272,29.381,220.782,234.930
155,5.166667,926.032,344.702,296.618,27.534,221.657,236.809
156,5.200000,926.509,342.220,296.894,25.965,222.393,238.402
157,5.233333,926.867,340.069,297.114,24.602,223.021,239.782
158,5.266667,927.207,338.175,297.317,23.400,223.588,241.002
159,5.300000,927.611,336.216,297.545,22.153,224.200,242.269
160,5.333333,927.978,334.215,297.763,20.878,224.816,243.563
161,5.366667,928.356,332.275,297.982,19.639,225.427,244.821
162,5.400000,928.720,330.392,298.195,18.434,226.026,246.045
163,5.433333,929.086,328.489,298.409,17.214,226.637,247.283
164,5.466667,929.382,326.750,298.591,16.098,227.187,248.415
165,5.500000,931.029,322.056,299.383,13.069,228.980,251.544
166,5.533333,932.603,317.669,300.137,10.229,230.698,254.483
167,5.566667,934.118,313.727,300.853,7.667,232.301,257.143
168,5.600000,935.556,310.216,301.523,5.379,233.779,259.528
169,5.633333,936.895,306.876,302.152,3.196,235.192,261.799
170,5.666667,936.799,306.658,302.129,3.054,235.225,261.943
171,5.700000,936.555,306.065,302.071,2.666,235.322,262.335
172,5.733333,935.884,304.505,301.911,1.645,235.571,263.368
173,5.766667,934.825,301.906,301.664,-0.062,236.016,265.094
174,5.800000,933.504,298.682,301.352,-2.189,236.585,267.243
175,5.833333,932.161,295.429,301.033,-4.346,237.177,269.424
176,5.866667,930.959,292.545,300.745,-6.269,237.716,271.368
177,5.900000,930.163,290.633,300.554,-7.548,238.083,272.661
178,5.933333,929.741,289.783,300.444,-8.118,238.227,273.242
179,5.966667,929.591,289.615,300.398,-8.231,238.234,273.364
180,6.000000,929.504,289.621,300.367,-8.227,238.204,273.395
181,6.033333,929.430,289.632,300.340,-8.221,238.177,273.423
182,6.066667,929.372,289.646,300.319,-8.211,238.154,273.446
183,6.100000,929.316,289.627,300.300,-8.224,238.142,273.469
184,6.133333,928.910,289.454,300.163,-8.342,238.069,273.649
185,6.166667,927.231,288.711,299.600,-8.847,237.777,274.407
186,6.200000,923.538,287.162,298.351,-9.906,237.111,276.044
187,6.233333,917.838,284.731,296.411,-11.579,236.109,278.606
188,6.266667,910.662,281.702,293.942,-13.686,234.858,281.851
189,6.300000,902.878,278.462,291.232,-15.965,233.512,285.392
190,6.333333,895.022,275.286,288.460,-18.228,232.150,288.971
191,6.366667,887.022,272.233,285.595,-20.435,230.727,292.587
192,6.400000,878.138,269.284,282.356,-22.605,229.012,296.486
193,6.433333,868.079,266.269,278.625,-24.866,226.978,300.849
194,6.466667,857.025,263.015,274.460,-27.346,224.763,305.696
195,6.500000,845.814,259.888,270.163,-29.777,222.493,310.633
196,6.533333,835.606,257.205,266.185,-31.904,220.399,315.144
197,6.566667,827.146,255.124,262.840,-33.585,218.633,318.888
198,6.600000,819.903,253.572,259.938,-34.869,217.038,322.061
199,6.633333,812.869,252.453,257.083,-35.840,215.326,325.076
200,6.666667,805.535,251.544,254.073,-36.667,213.433,328.199
201,6.700000,797.483,250.742,250.731,-37.437,211.274,331.628
202,6.733333,788.230,249.920,246.847,-38.255,208.759,335.597
203,6.766667,777.647,248.978,242.350,-39.205,205.904,340.193
204,6.800000,765.619,247.941,237.167,-40.272,202.676,345.485
205,6.833333,751.772,246.987,231.099,-41.335,198.883,351.645
206,6.866667,735.911,246.158,224.019,-42.368,194.465,358.800
207,6.900000,718.512,245.476,216.093,-43.342,189.585,366.786
208,6.933333,700.572,244.939,207.743,-44.236,184.579,375.184
209,6.966667,682.988,244.650,199.381,-44.937,179.671,383.575
210,7.000000,666.639,244.437,191.445,-45.557,175.220,391.535
211,7.033333,652.009,244.256,184.207,-46.114,171.377,398.795
212,7.066667,639.158,244.180,177.743,-46.542,168.077,405.273
213,7.100000,627.607,244.419,171.855,-46.674,165.015,411.162
214,7.133333,616.865,244.852,166.313,-46.618,162.120,416.705
215,7.166667,606.536,245.532,160.927,-46.339,159.244,422.097
216,7.200000,596.585,246.416,155.689,-45.871,156.398,427.356
217,7.233333,587.192,247.435,150.700,-45.265,153.661,432.383
218,7.266667,578.348,248.460,145.957,-44.631,151.115,437.167
219,7.300000,570.279,249.547,141.599,-43.915,148.750,441.584
220,7.333333,563.128,250.722,137.717,-43.091,146.548,445.552
221,7.366667,556.914,251.983,134.336,-42.160,144.493,449.059
222,7.400000,551.693,253.314,131.497,-41.136,142.580,452.077
223,7.433333,547.639,254.653,129.304,-40.069,140.868,454.516
224,7.466667,544.727,255.945,127.747,-39.011,139.380,456.398
225,7.500000,542.907,257.118,126.798,-38.029,138.155,457.764
226,7.533333,542.005,258.222,126.364,-37.084,137.124,458.803
227,7.566667,541.681,259.286,126.256,-36.162,136.211,459.732
228,7.600000,539.095,261.261,124.929,-34.496,134.225,461.861
229,7.633333,536.238,263.807,123.489,-32.338,131.738,464.456
230,7.666667,533.346,266.135,122.014,-30.370,129.428,466.915
231,7.700000,529.866,268.559,120.210,-28.331,126.963,469.639
232,7.733333,525.641,271.123,117.988,-26.179,124.291,472.731
233,7.766667,523.073,273.019,116.662,-24.577,122.398,474.810
