frame,time_s,pixel_x,pixel_y,world_x_mm,world_y_mm,straight_mm,cumulative_mm
38,1.266667,547.716,227.579,129.498,-69.001,90.909,94.158
39,1.300000,547.796,227.565,129.550,-69.015,90.855,94.212
40,1.333333,547.850,227.535,129.582,-69.044,90.814,94.255
41,1.366667,547.913,227.492,129.619,-69.084,90.764,94.309
42,1.400000,547.946,227.448,129.635,-69.125,90.732,94.353
43,1.433333,547.923,227.382,129.609,-69.183,90.729,94.417
44,1.466667,547.870,227.325,129.565,-69.233,90.747,94.484
45,1.500000,547.834,227.317,129.540,-69.240,90.767,94.510
46,1.533333,547.809,227.340,129.526,-69.218,90.789,94.536
47,1.566667,547.794,227.401,129.525,-69.163,90.814,94.591
48,1.600000,547.782,227.482,129.529,-69.090,90.842,94.664
49,1.633333,547.787,227.605,129.550,-68.979,90.871,94.777
50,1.666667,547.785,227.704,129.563,-68.890,90.899,94.866
51,1.700000,547.775,227.738,129.561,-68.860,90.914,94.897
52,1.733333,547.742,227.779,129.545,-68.821,90.945,94.939
53,1.766667,547.806,227.814,129.593,-68.792,90.915,94.995
54,1.800000,548.496,228.051,130.093,-68.596,90.552,95.533
55,1.833333,549.584,228.687,130.921,-68.050,90.055,96.525
56,1.866667,551.010,229.602,132.017,-67.261,89.440,97.874
57,1.900000,552.608,230.689,133.253,-66.323,88.789,99.426
58,1.933333,554.494,232.372,134.769,-64.857,88.178,101.535
59,1.966667,556.137,234.646,136.204,-62.855,87.960,103.998
60,2.000000,557.415,238.072,137.555,-59.815,88.450,107.325
61,2.033333,558.423,243.574,139.018,-54.917,90.067,112.437
62,2.066667,,,,,,
63,2.100000,559.259,248.862,140.331,-50.217,91.928,117.316
64,2.133333,560.544,254.242,141.955,-45.457,93.817,122.346
65,2.166667,561.482,258.987,143.254,-41.264,95.763,126.735
66,2.200000,562.226,263.329,144.362,-37.434,97.733,130.723
67,2.233333,562.459,266.340,144.940,-34.774,99.300,133.445
68,2.266667,562.030,270.118,145.181,-31.425,101.659,136.802
69,2.300000,560.278,273.938,144.541,-28.014,104.680,140.273
70,2.333333,558.084,278.149,143.663,-24.254,108.149,144.134
71,2.366667,555.811,281.638,142.632,-21.134,111.234,147.420
72,2.400000,553.791,284.485,141.682,-18.588,113.827,150.138
73,2.433333,552.229,286.875,140.974,-16.457,115.948,152.383
74,2.466667,550.846,288.917,140.338,-14.636,117.783,154.312
75,2.500000,549.568,290.810,139.752,-12.950,119.483,156.097
76,2.533333,548.396,292.734,139.240,-11.241,121.160,157.881
77,2.566667,547.259,294.750,138.766,-9.454,122.880,159.730
78,2.600000,546.166,296.702,138.312,-7.725,124.545,161.517
79,2.633333,545.287,298.448,137.973,-6.182,125.996,163.097
80,2.666667,544.689,299.763,137.760,-5.023,127.063,164.276
81,2.700000,544.243,300.627,137.584,-4.260,127.787,165.058
82,2.733333,543.948,301.061,137.449,-3.876,128.179,165.465
83,2.766667,543.827,301.285,137.400,-3.678,128.369,165.669
84,2.800000,543.812,301.399,137.406,-3.578,128.447,165.769
85,2.833333,543.817,301.667,137.447,-3.346,128.614,166.006
86,2.866667,543.888,302.146,137.562,-2.930,128.889,166.437
87,2.900000,544.039,302.823,137.757,-2.345,129.258,167.054
88,2.933333,544.213,303.596,137.982,-1.676,129.681,167.759
89,2.966667,544.398,304.280,138.200,-1.086,130.045,168.388
90,3.000000,544.610,304.794,138.413,-0.644,130.292,168.879
91,3.033333,544.791,305.133,138.581,-0.354,130.438,169.214
92,3.066667,544.910,305.315,138.685,-0.199,130.510,169.401
93,3.100000,544.978,305.488,138.755,-0.050,130.594,169.565
94,3.133333,545.098,305.841,138.884,0.253,130.775,169.895
95,3.166667,545.281,306.405,139.084,0.739,131.069,170.420
96,3.200000,545.513,307.066,139.331,1.308,131.409,171.041
97,3.233333,545.738,307.755,139.577,1.900,131.771,171.681
98,3.266667,545.986,308.313,139.819,2.378,132.041,172.218
99,3.300000,546.170,308.724,139.999,2.730,132.240,172.613
100,3.333333,546.263,308.939,140.091,2.915,132.346,172.820
101,3.366667,546.262,309.017,140.101,2.982,132.398,172.888
102,3.400000,546.229,309.020,140.079,2.986,132.412,172.909
103,3.433333,546.200,309.066,140.067,3.026,132.453,172.952
104,3.466667,546.148,309.122,140.040,3.077,132.510,173.008
105,3.500000,546.103,309.200,140.021,3.145,132.578,173.079
106,3.533333,546.081,309.288,140.019,3.222,132.644,173.156
107,3.566667,546.089,309.457,140.047,3.368,132.752,173.305
108,3.600000,546.096,309.671,140.082,3.554,132.889,173.494
109,3.633333,546.142,310.012,140.160,3.848,133.097,173.798
110,3.666667,546.211,310.486,140.272,4.258,133.383,174.223
111,3.700000,546.288,311.071,140.405,4.763,133.740,174.745
112,3.733333,546.371,311.723,140.551,5.326,134.141,175.327
113,3.766667,546.450,312.437,140.703,5.942,134.586,175.962
114,3.800000,,,,,,
115,3.833333,546.505,312.995,140.817,6.424,134.936,176.457
116,3.866667,546.530,313.398,140.890,6.772,135.195,176.813
117,3.900000,546.544,313.680,140.939,7.016,135.378,177.061
118,3.933333,546.551,313.820,140.963,7.137,135.469,177.185
119,3.966667,546.539,313.838,140.957,7.153,135.485,177.202
120,4.000000,546.517,313.871,140.947,7.182,135.515,177.232
121,4.033333,546.491,313.904,140.935,7.211,135.547,177.264
122,4.066667,546.457,313.940,140.917,7.243,135.583,177.301
123,4.100000,546.405,313.995,140.890,7.292,135.639,177.357
124,4.133333,546.355,314.049,140.865,7.340,135.693,177.411
125,4.166667,546.311,314.091,140.841,7.377,135.737,177.455
126,4.200000,546.269,314.135,140.820,7.416,135.782,177.499
127,4.233333,546.222,314.191,140.796,7.466,135.836,177.554
128,4.266667,546.180,314.244,140.776,7.512,135.887,177.605
129,4.300000,546.150,314.283,140.761,7.547,135.924,177.643
130,4.333333,546.121,314.326,140.748,7.585,135.963,177.682
131,4.366667,546.090,314.354,140.732,7.610,135.993,177.713
132,4.400000,546.074,314.363,140.722,7.618,136.005,177.725
133,4.433333,546.055,314.357,140.709,7.613,136.007,177.739
134,4.466667,546.024,314.347,140.686,7.605,136.012,177.763
135,4.500000,545.969,314.331,140.648,7.592,136.021,177.803
136,4.533333,545.892,314.325,140.596,7.589,136.045,177.855
137,4.566667,545.815,314.325,140.545,7.591,136.074,177.907
138,4.600000,545.751,314.324,140.502,7.592,136.097,177.949
139,4.633333,545.684,314.320,140.458,7.589,136.118,177.994
140,4.666667,545.641,314.316,140.429,7.587,136.131,178.023
141,4.700000,545.625,314.312,140.417,7.584,136.134,178.035
142,4.733333,545.609,314.308,140.406,7.581,136.138,178.046
143,4.766667,545.590,314.305,140.393,7.579,136.142,178.059
144,4.800000,545.585,314.306,140.390,7.580,136.145,178.063
145,4.833333,545.561,314.309,140.374,7.583,136.156,178.079
146,4.866667,545.517,314.313,140.346,7.587,136.174,178.108
147,4.900000,545.474,314.317,140.317,7.592,136.193,178.136
148,4.933333,545.433,314.320,140.291,7.595,136.210,178.163
149,4.966667,545.456,314.426,140.321,7.686,136.272,178.259
150,5.000000,545.532,314.534,140.387,7.779,136.316,178.373
151,5.033333,545.581,314.516,140.417,7.762,136.286,178.407
152,5.066667,545.547,314.432,140.382,7.690,136.243,178.487
