frame,time_s,pixel_x,pixel_y,world_x_mm,world_y_mm,straight_mm,cumulative_mm
32,1.066667,459.150,532.308,111.353,188.932,9.394,10.409
33,1.100000,462.007,531.658,112.974,188.326,10.949,12.140
34,1.133333,465.250,531.004,114.823,187.701,12.735,14.092
35,1.166667,468.775,530.430,116.847,187.126,14.671,16.196
36,1.200000,472.454,529.952,118.971,186.619,16.693,18.380
37,1.233333,476.353,529.535,121.230,186.148,18.846,20.687
38,1.266667,480.508,529.105,123.635,185.660,21.169,23.141
39,1.300000,484.918,528.648,126.183,185.141,23.660,25.741
40,1.333333,489.399,528.001,128.748,184.477,26.250,28.391
41,1.366667,494.171,527.123,131.454,183.629,29.056,31.226
42,1.400000,499.202,526.177,134.300,182.720,32.021,34.214
43,1.433333,504.652,525.207,137.384,181.779,35.220,37.439
44,1.466667,510.481,524.193,140.680,180.792,38.636,40.879
45,1.500000,516.740,523.139,144.215,179.760,42.295,44.562
46,1.533333,523.216,522.117,147.874,178.746,46.065,48.359
47,1.566667,529.842,521.030,151.605,177.680,49.925,52.239
48,1.600000,536.504,519.822,155.336,176.524,53.821,56.145
49,1.633333,543.138,518.524,159.034,175.303,57.711,60.039
50,1.666667,549.629,517.185,162.638,174.059,61.521,63.852
51,1.700000,555.846,515.928,166.087,172.889,65.161,67.494
52,1.733333,561.823,514.658,169.390,171.721,68.664,70.998
53,1.766667,567.657,513.419,172.609,170.583,72.077,74.412
54,1.800000,573.569,512.195,175.868,169.454,75.525,77.861
55,1.833333,579.598,511.027,179.195,168.366,79.022,81.361
56,1.866667,585.782,509.753,182.592,167.195,82.615,84.955
57,1.900000,591.918,508.512,185.960,166.053,86.170,88.511
58,1.933333,597.911,507.292,189.243,164.932,89.637,91.979
59,1.966667,603.613,506.107,192.359,163.850,92.935,95.278
60,2.000000,608.956,504.980,195.273,162.826,96.023,98.367
61,2.033333,613.896,503.941,197.963,161.882,98.874,101.218
62,2.066667,618.662,502.819,200.544,160.884,101.641,103.985
63,2.100000,623.407,501.682,203.109,159.877,104.396,106.741
64,2.133333,628.224,500.481,205.706,158.820,107.198,109.544
65,2.166667,633.181,499.150,208.366,157.663,110.094,112.445
66,2.200000,638.366,497.673,211.138,156.391,113.136,115.495
67,2.233333,643.741,496.164,214.009,155.091,116.281,118.647
68,2.266667,649.337,494.595,216.995,153.740,119.552,121.924
69,2.300000,655.097,492.987,220.065,152.357,122.913,125.292
70,2.333333,660.993,491.341,223.203,150.943,126.348,128.733
71,2.366667,666.990,489.668,226.391,149.509,129.838,132.228
72,2.400000,673.078,487.907,229.617,148.008,133.387,135.787
73,2.433333,679.304,486.058,232.908,146.439,137.023,139.433
74,2.466667,685.676,484.144,236.269,144.819,140.743,143.164
75,2.500000,692.224,482.171,239.718,143.153,144.562,146.994
76,2.533333,698.848,480.128,243.198,141.434,148.429,150.875
77,2.566667,705.586,478.092,246.735,139.720,152.349,154.806
78,2.600000,712.458,475.939,250.332,137.918,156.358,158.829
79,2.633333,719.477,473.645,253.994,136.009,160.467,162.959
80,2.666667,726.583,471.206,257.687,133.993,164.648,167.167
81,2.700000,733.896,468.581,261.475,131.834,168.970,171.526
82,2.733333,741.276,465.815,265.284,129.572,173.354,175.956
83,2.766667,748.592,462.993,269.050,127.273,177.715,180.368
84,2.800000,755.782,460.235,272.747,125.028,181.994,184.694
85,2.833333,762.838,457.494,276.369,122.801,186.199,188.946
86,2.866667,769.652,454.762,279.857,120.590,190.276,193.076
87,2.900000,776.229,451.965,283.211,118.339,194.248,197.115
88,2.933333,782.605,449.135,286.451,116.069,198.127,201.071
89,2.966667,788.778,446.224,289.576,113.746,201.925,204.964
90,3.000000,794.720,443.372,292.578,111.475,205.595,208.729
91,3.033333,800.479,440.564,295.483,109.241,209.163,212.394
92,3.066667,806.142,437.783,298.338,107.031,212.678,216.003
93,3.100000,811.709,435.012,301.140,104.833,216.145,219.565
94,3.133333,817.263,432.188,303.930,102.596,219.620,223.141
95,3.166667,822.801,429.275,306.705,100.294,223.112,226.747
96,3.200000,828.346,426.268,309.478,97.922,226.637,230.396
97,3.233333,833.931,423.150,312.266,95.467,230.214,234.111
98,3.266667,839.498,419.932,315.037,92.938,233.815,237.863
99,3.300000,844.982,416.659,317.762,90.369,237.394,241.607
100,3.333333,850.392,413.326,320.443,87.758,240.961,245.350
101,3.366667,855.697,410.056,323.072,85.196,244.463,249.021
102,3.400000,860.807,406.846,325.601,82.683,247.859,252.586
103,3.433333,865.695,403.735,328.018,80.250,251.123,256.016
104,3.466667,870.266,400.769,330.276,77.930,254.197,259.252
105,3.500000,874.591,397.916,332.409,75.701,257.124,262.338
106,3.533333,878.791,394.947,334.472,73.386,260.033,265.439
107,3.566667,882.848,391.933,336.459,71.039,262.894,268.514
108,3.600000,886.828,388.797,338.400,68.599,265.764,271.632
109,3.633333,890.720,385.579,340.292,66.097,268.627,274.769
110,3.666667,894.528,382.303,342.138,63.551,271.477,277.914
111,3.700000,898.106,379.159,343.871,61.107,274.185,280.909
112,3.733333,901.522,376.023,345.520,58.671,276.823,283.851
113,3.766667,904.755,372.936,347.077,56.273,279.367,286.710
114,3.800000,908.090,369.741,348.684,53.790,282.004,289.668
115,3.833333,911.503,366.281,350.321,51.101,284.777,292.816
116,3.866667,915.187,362.453,352.086,48.125,287.816,296.276
117,3.900000,919.158,358.304,353.989,44.896,291.113,300.024
118,3.933333,923.466,353.769,356.054,41.364,294.718,304.115
119,3.966667,928.072,348.808,358.261,37.497,298.633,308.568
120,4.000000,932.980,343.508,360.614,33.361,302.831,313.327
121,4.033333,937.944,337.980,362.990,29.042,307.164,318.256
122,4.066667,943.018,332.200,365.419,24.521,311.670,323.388
123,4.100000,948.141,326.234,367.869,19.848,316.297,328.664
124,4.133333,953.163,320.141,370.267,15.068,320.961,334.012
125,4.166667,958.046,314.065,372.596,10.294,325.588,339.324
126,4.200000,962.858,308.061,374.896,5.568,330.182,344.580
127,4.233333,967.575,302.226,377.155,0.968,334.690,349.705
128,4.266667,972.109,296.463,379.326,-3.584,339.115,354.748
129,4.300000,976.508,290.773,381.432,-8.086,343.475,359.718
130,4.333333,980.841,285.026,383.506,-12.640,347.858,364.722
131,4.366667,985.218,279.193,385.604,-17.271,352.322,369.806
132,4.400000,989.743,273.164,387.776,-22.067,356.963,375.071
133,4.433333,994.405,267.116,390.023,-26.885,361.694,380.388
134,4.466667,999.061,261.161,392.275,-31.639,366.404,385.647
135,4.500000,1003.462,255.575,394.407,-36.104,370.856,390.596
136,4.533333,1007.325,250.675,396.282,-40.028,374.778,394.944
137,4.566667,1010.223,246.966,397.689,-43.002,377.747,398.234
138,4.600000,1012.233,244.448,398.668,-45.023,379.784,400.480
139,4.633333,1013.392,243.046,399.234,-46.147,380.936,401.739
140,4.666667,1013.906,242.483,399.486,-46.599,381.418,402.256
141,4.700000,1014.011,242.433,399.540,-46.638,381.484,402.323
142,4.733333,1014.015,242.446,399.542,-46.628,381.480,402.333
143,4.766667,1013.980,242.453,399.524,-46.623,381.462,402.352
144,4.800000,1013.975,242.469,399.522,-46.610,381.452,402.365
145,4.833333,1013.965,242.534,399.518,-46.557,381.416,402.418
146,4.866667,1013.884,242.464,399.474,-46.615,381.419,402.491
147,4.900000,1013.903,242.403,399.482,-46.664,381.457,402.540
148,4.933333,1013.934,242.408,399.499,-46.660,381.466,402.557
149,4.966667,1013.977,242.445,399.522,-46.629,381.465,402.596
150,5.000000,1014.037,242.437,399.553,-46.635,381.493,402.628
151,5.033333,1014.171,242.548,399.626,-46.543,381.491,402.745
152,5.066667,1014.199,242.656,399.643,-46.456,381.448,402.834
153,5.100000,1014.194,242.676,399.641,-46.440,381.437,402.850
154,5.133333,1014.172,242.633,399.629,-46.474,381.449,402.886
155,5.166667,1014.145,242.632,399.615,-46.476,381.439,402.900
156,5.200000,1014.089,242.633,399.585,-46.476,381.416,402.930
157,5.233333,1014.007,242.635,399.543,-46.475,381.383,402.972
158,5.266667,1013.961,242.643,399.519,-46.469,381.361,402.997
159,5.300000,1013.937,242.669,399.508,-46.447,381.338,403.021
160,5.333333,1013.935,242.687,399.507,-46.434,381.329,403.035
161,5.366667,1013.964,242.701,399.522,-46.422,381.333,403.054
162,5.400000,1014.023,242.716,399.553,-46.409,381.349,403.088
163,5.433333,1014.054,242.728,399.570,-46.398,381.355,403.108
164,5.466667,1014.060,242.679,399.572,-46.439,381.382,403.148
165,5.500000,1014.032,242.581,399.554,-46.518,381.419,403.229
166,5.533333,1013.887,242.547,399.478,-46.547,381.379,403.311
167,5.566667,1013.732,242.478,399.396,-46.605,381.352,403.411
168,5.600000,1013.719,242.394,399.387,-46.673,381.388,403.480
169,5.633333,1013.819,242.459,399.440,-46.619,381.395,403.557
170,5.666667,1013.960,242.627,399.518,-46.482,381.368,403.715
171,5.700000,1014.124,242.691,399.605,-46.429,381.401,403.816
172,5.733333,1014.195,242.717,399.643,-46.406,381.416,403.860
173,5.766667,1014.154,242.749,399.622,-46.381,381.385,403.893
174,5.800000,1014.093,242.731,399.590,-46.396,381.369,403.928
175,5.833333,1014.056,242.655,399.569,-46.458,381.392,403.994
176,5.866667,1014.053,242.605,399.566,-46.498,381.416,404.034
177,5.900000,1014.068,242.567,399.573,-46.529,381.440,404.065
178,5.933333,1014.047,242.537,399.561,-46.554,381.447,404.093
179,5.966667,1014.108,242.520,399.592,-46.567,381.479,404.127
180,6.000000,1014.140,242.503,399.609,-46.580,381.501,404.148
181,6.033333,1014.159,242.544,399.619,-46.547,381.488,404.183
182,6.066667,1014.149,242.627,399.616,-46.480,381.443,404.250
